text,label,language,text_clean,label_encoded
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop
",ham,english,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0
"Ok... Let u noe when i leave my house.
",ham,english,Ok... Let u noe when i leave my house.,0
"Ya it came a while ago
",ham,english,Ya it came a while ago,0
"Oh ok.. Wat's ur email?
",ham,english,Oh ok.. Wat's ur email?,0
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",ham,english,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
"Stupid.its not possible
",ham,english,Stupid.its not possible,0
"It's that time of the week again, ryan
",ham,english,"It's that time of the week again, ryan",0
"No no. I will check all rooms befor activities
",ham,english,No no. I will check all rooms befor activities,0
"* Am on a train back from northampton so i'm afraid not!
",ham,english,* Am on a train back from northampton so i'm afraid not!,0
"Sorry for the delay. Yes masters
",ham,english,Sorry for the delay. Yes masters,0
"Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
",ham,english,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0
"In fact when do you leave? I think addie goes back to school tues or wed
",ham,english,In fact when do you leave? I think addie goes back to school tues or wed,0
"I send the print  outs da.
",ham,english,I send the print outs da.,0
"Ard 6 like dat lor.
",ham,english,Ard 6 like dat lor.,0
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!
",smishing,english,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1
"Oh Howda gud gud.. Mathe en samachara chikku:-)
",ham,english,Oh Howda gud gud.. Mathe en samachara chikku:-),0
"I'm in class. Will holla later
",ham,english,I'm in class. Will holla later,0
"I hope you know I'm still mad at you.
",ham,english,I hope you know I'm still mad at you.,0
"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
",ham,english,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
"Hey gals...U all wanna meet 4 dinner at nìte? 
",ham,english,Hey gals...U all wanna meet 4 dinner at nìte?,0
"If you r @ home then come down within 5 min
",ham,english,If you r @ home then come down within 5 min,0
"Dear :-/ why you mood off. I cant drive so i brother to drive
",ham,english,Dear :-/ why you mood off. I cant drive so i brother to drive,0
"That's y we haf to combine n c how lor...
",ham,english,That's y we haf to combine n c how lor...,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
",smishing,english,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on <PHONE>or call2optout/N9DX",1
"Are you ok. What happen to behave like this
",ham,english,Are you ok. What happen to behave like this,0
"No just send to you. Bec you in temple na.
",ham,english,No just send to you. Bec you in temple na.,0
"Yo dude guess who just got arrested the other day
",ham,english,Yo dude guess who just got arrested the other day,0
"Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
",ham,english,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,0
"Can come my room but cannot come my house cos my house still messy... Haha...
",ham,english,Can come my room but cannot come my house cos my house still messy... Haha...,0
"Not tonight mate. Catching up on some sleep. This is my new number by the way. 
",ham,english,Not tonight mate. Catching up on some sleep. This is my new number by the way.,0
"Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
",ham,english,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. reply me..,0
"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
",ham,english,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0
"And maybe some pressies
",ham,english,And maybe some pressies,0
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*
",ham,english,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",0
"Did u got that persons story
",ham,english,Did u got that persons story,0
"Why did I wake up on my own &gt;:(
",ham,english,Why did I wake up on my own &gt;:(,0
"Ok i msg u b4 i leave my house.
",ham,english,Ok i msg u b4 i leave my house.,0
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !
",ham,english,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0
"Hi' Test on  &lt;#&gt; rd ....
",ham,english,Hi' Test on &lt;#&gt; rd ....,0
"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
",ham,english,I want to sent &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0
"Is there coming friday is leave for pongal?do you get any news from your work place.
",ham,english,Is there coming friday is leave for pongal?do you get any news from your work place.,0
"And is there a way you can send shade's stuff to her. And she has been wonderful too.
",ham,english,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0
"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
",smishing,english,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,1
"I will once i get home
",ham,english,I will once i get home,0
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt
",ham,english,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0
"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
",smishing,english,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call <PHONE>,1
"Wat uniform? In where get?
",ham,english,Wat uniform? In where get?,0
"Badrith is only for chennai:)i will surely pick for us:)no competition for him.
",ham,english,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0
"Orh i tot u say she now still dun believe.
",ham,english,Orh i tot u say she now still dun believe.,0
"Ok i vl..do u know i got adsense approved..
",ham,english,Ok i vl..do u know i got adsense approved..,0
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?
",ham,english,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",0
"You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
",ham,english,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,0
"Ok no prob... I'll come after lunch then...
",ham,english,Ok no prob... I'll come after lunch then...,0
"Thanks for this hope you had a good day today
",ham,english,Thanks for this hope you had a good day today,0
"I'm at work. Please call
",ham,english,I'm at work. Please call,0
"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""
",ham,english,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""",0
"Are you wet right now?
",ham,english,Are you wet right now?,0
"That's y u haf 2 keep me busy...
",ham,english,That's y u haf 2 keep me busy...,0
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..
",ham,english,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0
"And very importantly, all we discuss is between u and i only.
",ham,english,"And very importantly, all we discuss is between u and i only.",0
"Wife.how she knew the time of murder exactly
",ham,english,Wife.how she knew the time of murder exactly,0
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm
",ham,english,"I got arrested for possession at, I shit you not, &lt;TIME&gt; pm",0
"Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
",ham,english,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,0
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.
",ham,english,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0
"En chikku nange bakra msg kalstiya..then had tea/coffee?
",ham,english,En chikku nange bakra msg kalstiya..then had tea/coffee?,0
"I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
",ham,english,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0
